incident_id,description,severity
6045,"Threatening behavior case recorded in a busy market in Kolkata, impacting a woman in distress.",Medium
6046,A complaint was lodged about forced labor targeting a single mother near a coaching center in Kota.,High
6047,A complaint was lodged about molestation targeting a single mother at a police station in Jharkhand.,High
6048,"Discrimination case recorded near a highway toll booth in Rajasthan, impacting a female traveler.",Medium
6049,A teenage student faced rape attempt in a slum area of Dharavi.,High
6050,"Public indecency case recorded in a busy market in Kolkata, impacting a child.",Medium
6051,A domestic worker was subjected to fraud on a footbridge in Assam.,Low
6052,A domestic worker faced neglect inside a government office in Chennai.,Medium
6053,A single mother was subjected to acid attack in a public park in Chandigarh.,High
6054,An incident of domestic violence involving a woman in distress was reported inside a hostel in Punjab.,Medium
6055,A domestic worker was subjected to physical assault inside a government office in Chennai.,High
6056,"Verbal abuse case recorded in a mall in Pune, impacting a female police officer.",Medium
6057,A single mother was subjected to child marriage near a railway station in Mumbai.,High
6058,A teenage student was subjected to domestic violence in a busy market in Kolkata.,Low
6059,A single mother faced neglect near a highway toll booth in Rajasthan.,Low
6060,A single mother faced forced labor at an IT park in Noida.,High
6061,A young girl faced neglect in an apartment complex in Kerala.,Medium
6062,A woman in distress was subjected to domestic violence outside a temple in Varanasi.,Low
6063,"Public indecency case recorded near a railway station in Mumbai, impacting a young girl.",Medium
6064,A single mother faced cyberbullying outside a temple in Varanasi.,Medium
6065,A complaint was lodged about molestation targeting a single mother in a slum area of Dharavi.,High
6066,An incident of forced labor involving a single mother was reported at a cinema hall in Gujarat.,High
6067,"Stalking case recorded on a deserted road in Bihar, impacting a child.",Medium
6068,A complaint was lodged about forced begging targeting a female police officer outside a temple in Varanasi.,Low
6069,A child was subjected to forced begging in a mall in Pune.,Medium
6070,A child faced eve-teasing in a slum area of Dharavi.,Medium
6071,A complaint was lodged about forced labor targeting a working woman at a cinema hall in Gujarat.,High
6072,"Child marriage case recorded inside a government office in Chennai, impacting a working woman.",High
6073,A woman in distress faced harassment at a metro station in Delhi.,Medium
6074,"Fraud case recorded in a public park in Chandigarh, impacting a female police officer.",Medium
6075,An incident of harassment involving a female police officer was reported inside a hostel in Punjab.,Medium
6076,"Physical assault case recorded at a police station in Jharkhand, impacting a female traveler.",High
6077,An incident of neglect involving a female traveler was reported at an IT park in Noida.,Low
6078,A complaint was lodged about chain snatching targeting a teenage student near a railway station in Mumbai.,Medium
6079,A child faced public indecency near a highway toll booth in Rajasthan.,Medium
6080,An incident of threatening behavior involving a female police officer was reported near a coaching center in Kota.,Medium
6081,A widow was subjected to forced begging near a coaching center in Kota.,Low
6082,A woman in distress was subjected to child marriage near a railway station in Mumbai.,High
6083,A domestic worker was subjected to verbal abuse at a cinema hall in Gujarat.,Medium
6084,A young girl faced molestation in an apartment complex in Kerala.,High
6085,A young girl faced molestation on a deserted road in Bihar.,High
6086,An incident of chain snatching involving a female traveler was reported on a deserted road in Bihar.,Medium
6087,A single mother was subjected to physical assault at a cinema hall in Gujarat.,High
6088,An incident of physical assault involving a female police officer was reported in a slum area of Dharavi.,High
6089,A child was subjected to harassment in a mall in Pune.,Medium
6090,A complaint was lodged about rape attempt targeting a woman in distress on a deserted road in Bihar.,High
6091,A single mother faced discrimination on a footbridge in Assam.,Medium
6092,A domestic worker was subjected to fraud on a footbridge in Assam.,Low
6093,A female traveler faced domestic violence in an apartment complex in Kerala.,Low
6094,A complaint was lodged about rape attempt targeting a single mother at a police station in Jharkhand.,High
6095,An incident of human trafficking involving a young girl was reported inside a hostel in Punjab.,High
6096,"Fraud case recorded in an apartment complex in Kerala, impacting a married woman.",Low
6097,"Physical assault case recorded in a busy market in Kolkata, impacting a working woman.",High
6098,A complaint was lodged about eve-teasing targeting a working woman near a coaching center in Kota.,Medium
6099,"Public indecency case recorded near a coaching center in Kota, impacting a domestic worker.",Low
6100,"Eve-teasing case recorded inside a hostel in Punjab, impacting a widow.",Medium
6101,An incident of cyberbullying involving a working woman was reported at an IT park in Noida.,Medium
6102,A complaint was lodged about rape attempt targeting a married woman in a school in Hyderabad.,High
6103,An incident of molestation involving a young girl was reported in a school in Hyderabad.,High
6104,A child was subjected to fraud near a coaching center in Kota.,Medium
6105,A complaint was lodged about physical assault targeting a domestic worker in a village in Uttar Pradesh.,High
6106,A working woman was subjected to forced begging inside a government office in Chennai.,Low
6107,A complaint was lodged about honor killing targeting a married woman in a busy market in Kolkata.,High
6108,A single mother was subjected to chain snatching inside a hostel in Punjab.,Low
6109,An incident of forced begging involving a female police officer was reported in a village in Uttar Pradesh.,Low
6110,An incident of dowry harassment involving a married woman was reported inside a hostel in Punjab.,Medium
6111,"Harassment case recorded in a mall in Pune, impacting a working woman.",Medium
6112,"Neglect case recorded in an apartment complex in Kerala, impacting a female police officer.",Low
6113,A teenage student was subjected to kidnapping at a metro station in Delhi.,High
6114,A married woman was subjected to child marriage inside a government office in Chennai.,High
6115,An incident of stalking involving a female traveler was reported on a crowded bus in Bengaluru.,Medium
6116,A young girl faced discrimination in a public park in Chandigarh.,Medium
6117,An incident of harassment involving a widow was reported at a cinema hall in Gujarat.,Medium
6118,A complaint was lodged about forced begging targeting a female police officer near a coaching center in Kota.,Low
6119,A domestic worker faced dowry harassment near a coaching center in Kota.,Medium
6120,A complaint was lodged about discrimination targeting a widow at a cinema hall in Gujarat.,Medium
6121,A complaint was lodged about child marriage targeting a widow in a public park in Chandigarh.,High
6122,A widow was subjected to stalking inside a government office in Chennai.,Medium
